"","workerid","class","predicate","slide_number","response","language"
"4556",151,"dimension","large",28,0.97,"English"
"4557",151,"human","civilized",29,0.86,"English"
"4558",151,"shape","circular",30,0.09,"English"
"4559",151,"physical","creamy",31,0.97,"English"
"4560",151,"material","gold",32,0.06,"English"
"4561",152,"value","pleasant",3,0.65,"english"
"4562",152,"color","blonde",4,0,"english"
"4563",152,"value","strange",5,0.99,"english"
"4564",152,"human","professional",6,0.59,"english"
"4565",152,"color","white",7,0,"english"
"4566",152,"human","selfish",8,0.66,"english"
"4567",152,"X","different",9,0.41,"english"
"4568",152,"nationality","Japanese",10,0.02,"english"
"4569",152,"age","new",11,0,"english"
"4570",152,"shape","circular",12,0,"english"
"4571",152,"material","wooden",13,0,"english"
"4572",152,"dimension","mini",14,0.52,"english"
"4573",152,"dimension","narrow",15,0.56,"english"
"4574",152,"nationality","Vietnamese",16,0.01,"english"
"4575",152,"physical","spicy",17,0.54,"english"
"4576",152,"human","playful",18,0.6,"english"
"4577",152,"material","crocheted",19,0,"english"
"4578",152,"location","closest",20,0.44,"english"
"4579",152,"age","old-time",21,0.38,"english"
"4580",152,"dimension","thick",22,0.36,"english"
"4581",152,"physical","creamy",23,0.43,"english"
"4582",152,"human","creative",24,0.52,"english"
"4583",152,"material","corduroy",25,0,"english"
"4584",152,"age","senior",26,0,"english"
"4585",152,"X","unique",27,0.35,"english"
"4586",152,"dimension","large",28,0.19,"english"
"4587",152,"value","plain",29,0.33,"english"
"4588",152,"X","potential",30,0.46,"english"
"4589",152,"temporal","everyday",31,0.15,"english"
"4590",152,"physical","curly",32,0.28,"english"
"4591",153,"age","junior",3,0.56,"English"
"4592",153,"color","blue",4,0.33,"English"
"4593",153,"color","green",5,0.22,"English"
"4594",153,"X","token",6,0.06,"English"
"4595",153,"nationality","Brazilian",7,0.13,"English"
"4596",153,"X","last",8,0.37,"English"
"4597",153,"dimension","narrow",9,0.56,"English"
"4598",153,"value","best",10,0.87,"English"
"4599",153,"human","entrepreneurial",11,0.15,"English"
"4600",153,"physical","spicy",12,0.9,"English"
"4601",153,"nationality","Japanese",13,0.12,"English"
"4602",153,"age","old",14,0.91,"English"
"4603",153,"age","old-time",15,0.85,"English"
"4604",153,"dimension","large",16,0.78,"English"
"4605",153,"X","different",17,0.85,"English"
"4606",153,"nationality","Hispanic",18,0.17,"English"
"4607",153,"value","pleasant",19,0.98,"English"
"4608",153,"temporal","everyday",20,0.15,"English"
"4609",153,"physical","sweet",21,0.85,"English"
"4610",153,"value","strange",22,0.85,"English"
"4611",153,"shape","circular",23,0.08,"English"
"4612",153,"color","blonde",24,0.74,"English"
"4613",153,"human","professional",25,0.83,"English"
"4614",153,"physical","smooth",26,0.56,"English"
"4615",153,"human","creative",27,0.84,"English"
"4616",153,"value","prestigious",28,0.89,"English"
"4617",153,"dimension","open",29,0.81,"English"
"4618",153,"nationality","European",30,0.08,"English"
"4619",153,"dimension","thin",31,0.74,"English"
"4620",153,"nationality","international",32,0.1,"English"
"4621",154,"value","lavish",3,0.65,"English"
"4622",154,"X","designated",4,0.08,"English"
"4623",154,"X","different",5,0.49,"English"
"4624",154,"color","black",6,0.09,"English"
"4625",154,"human","sad",7,0.16,"English"
"4626",154,"location","internal",8,0.02,"English"
"4627",154,"value","strange",9,0.52,"English"
"4628",154,"human","strict",10,0.82,"English"
"4629",154,"speed","fast",11,0.36,"English"
"4630",154,"dimension","open",12,0.05,"English"
"4631",154,"shape","square",13,0.04,"English"
"4632",154,"speed","speedy",14,0.83,"English"
"4633",154,"color","blue",15,0.02,"English"
"4634",154,"X","potential",16,0.77,"English"
"4635",154,"dimension","long",17,0.34,"English"
"4636",154,"human","playful",18,0.64,"English"
"4637",154,"value","exciting",19,0.89,"English"
"4638",154,"physical","sweet",20,0.53,"English"
"4639",154,"age","senior",21,0.16,"English"
"4640",154,"nationality","English",22,0,"English"
"4641",154,"nationality","European",23,0,"English"
"4642",154,"X","token",24,0.04,"English"
"4643",154,"nationality","Brazilian",25,0,"English"
"4644",154,"physical","frozen",26,0.02,"English"
"4645",154,"human","selfish",27,0.68,"English"
"4646",154,"value","plain",28,0.87,"English"
"4647",154,"physical","smooth",29,0.17,"English"
"4648",154,"physical","lacy",30,0.16,"English"
"4649",154,"X","unique",31,0.76,"English"
"4650",154,"value","best",32,0.81,"English"
"4651",155,"speed","fast",3,0.24,"English"
"4652",155,"dimension","narrow",4,0.21,"English"
"4653",155,"nationality","Japanese",5,0,"English"
"4654",155,"value","prestigious",6,0.86,"English"
"4655",155,"value","favorite",7,0.82,"English"
"4656",155,"value","exciting",8,0.78,"English"
"4657",155,"speed","slow",9,0.34,"English"
"4658",155,"age","senior",10,0.08,"English"
"4659",155,"human","sad",11,0.15,"English"
"4660",155,"material","crocheted",12,0.04,"English"
"4661",155,"color","blue",13,0.67,"English"
"4662",155,"X","last",14,0.11,"English"
"4663",155,"dimension","thick",15,0.2,"English"
"4664",155,"physical","creamy",16,0.14,"English"
"4665",155,"material","wooden",17,0.01,"English"
"4666",155,"color","red",18,0.57,"English"
"4667",155,"age","new",19,0.5,"English"
"4668",155,"human","professional",20,0.42,"English"
"4669",155,"age","old-time",21,0.67,"English"
"4670",155,"physical","lacy",22,0.14,"English"
"4671",155,"physical","spicy",23,0.59,"English"
"4672",155,"color","green",24,0.59,"English"
"4673",155,"dimension","large",25,0.27,"English"
"4674",155,"color","black",26,0.28,"English"
"4675",155,"temporal","current",27,0.55,"English"
"4676",155,"color","white",28,0.64,"English"
"4677",155,"shape","square",29,0.05,"English"
"4678",155,"value","best",30,0.96,"English"
"4679",155,"human","playful",31,0.53,"English"
"4680",155,"nationality","international",32,0.17,"English"
"4681",156,"dimension","mini",3,0.79,"english"
"4682",156,"material","corduroy",4,0,"english"
"4683",156,"X","potential",5,0.79,"english"
"4684",156,"color","black",6,0,"english"
"4685",156,"dimension","thin",7,0.35,"english"
"4686",156,"dimension","large",8,0.69,"english"
"4687",156,"speed","fast",9,0.74,"english"
"4688",156,"speed","speedy",10,0.86,"english"
"4689",156,"X","token",11,0.8,"english"
"4690",156,"value","best",12,1,"english"
"4691",156,"location","closest",13,0.35,"english"
"4692",156,"color","red",14,0.19,"english"
"4693",156,"physical","creamy",15,0.61,"english"
"4694",156,"dimension","biggest",16,0.78,"english"
"4695",156,"physical","spicy",17,0.79,"english"
"4696",156,"color","blonde",18,0.43,"english"
"4697",156,"dimension","narrow",19,0.11,"english"
"4698",156,"dimension","thick",20,0.25,"english"
"4699",156,"age","old-time",21,0.37,"english"
"4700",156,"X","individual",22,0.79,"english"
"4701",156,"dimension","long",23,0.73,"english"
"4702",156,"shape","circular",24,0.8,"english"
"4703",156,"material","wooden",25,0.87,"english"
"4704",156,"nationality","English",26,0.78,"english"
"4705",156,"X","last",27,0.37,"english"
"4706",156,"X","different",28,0.27,"english"
"4707",156,"color","blue",29,0.16,"english"
"4708",156,"human","playful",30,0.77,"english"
"4709",156,"human","creative",31,0.71,"english"
"4710",156,"human","civilized",32,0.87,"english"
"4711",157,"speed","speedy",3,0.61,"English"
"4712",157,"temporal","daily",4,0.11,"English"
"4713",157,"temporal","current",5,0.29,"English"
"4714",157,"material","wooden",6,0.16,"English"
"4715",157,"age","senior",7,0.38,"English"
"4716",157,"value","pleasant",8,0.32,"English"
"4717",157,"age","junior",9,0.28,"English"
"4718",157,"nationality","English",10,0.04,"English"
"4719",157,"nationality","international",11,0.07,"English"
"4720",157,"location","overhead",12,0.15,"English"
"4721",157,"human","selfish",13,0.63,"English"
"4722",157,"physical","spicy",14,0.61,"English"
"4723",157,"location","internal",15,0.14,"English"
"4724",157,"shape","circular",16,0.06,"English"
"4725",157,"nationality","Vietnamese",17,0,"English"
"4726",157,"physical","sweet",18,0.06,"English"
"4727",157,"temporal","everyday",19,0.04,"English"
"4728",157,"color","green",20,0,"English"
"4729",157,"dimension","biggest",21,0.57,"English"
"4730",157,"human","professional",22,0.37,"English"
"4731",157,"material","crocheted",23,0.31,"English"
"4732",157,"color","yellow",24,0.04,"English"
"4733",157,"human","creative",25,0.65,"English"
"4734",157,"nationality","European",26,0,"English"
"4735",157,"nationality","Hispanic",27,0.08,"English"
"4736",157,"physical","solid",28,0.04,"English"
"4737",157,"color","purple",29,0.04,"English"
"4738",157,"X","mixed",30,0.27,"English"
"4739",157,"dimension","mini",31,0.68,"English"
"4740",157,"dimension","thick",32,0.58,"English"
"4741",158,"X","mixed",3,0.59,"English"
"4742",158,"value","plain",4,0.84,"English"
"4743",158,"X","designated",5,0.27,"English"
"4744",158,"speed","speedy",6,0.42,"English"
"4745",158,"material","corduroy",7,0.03,"English"
"4746",158,"value","pleasant",8,0.96,"English"
"4747",158,"X","token",9,0.83,"English"
"4748",158,"dimension","long",10,0.53,"English"
"4749",158,"nationality","English",11,0.09,"English"
"4750",158,"physical","lacy",12,0.25,"English"
"4751",158,"color","blonde",13,0.22,"English"
"4752",158,"X","unique",14,0.77,"English"
"4753",158,"physical","sweet",15,0.67,"English"
"4754",158,"physical","curly",16,0.25,"English"
"4755",158,"speed","slow",17,0.61,"English"
"4756",158,"X","different",18,0.78,"English"
"4757",158,"nationality","Hispanic",19,0.18,"English"
"4758",158,"value","best",20,0.98,"English"
"4759",158,"color","purple",21,0.18,"English"
"4760",158,"color","red",22,0.11,"English"
"4761",158,"color","black",23,0.13,"English"
"4762",158,"value","exciting",24,0.88,"English"
"4763",158,"temporal","historical",25,0.03,"English"
"4764",158,"material","gold",26,0.13,"English"
"4765",158,"human","civilized",27,0.73,"English"
"4766",158,"age","senior",28,0.53,"English"
"4767",158,"speed","fast",29,0.81,"English"
"4768",158,"location","closest",30,0.08,"English"
"4769",158,"physical","smooth",31,0.51,"English"
"4770",158,"human","creative",32,0.76,"English"
"4771",159,"physical","creamy",3,0.47,"english"
"4772",159,"age","new",4,0.72,"english"
"4773",159,"material","wooden",5,0.16,"english"
"4774",159,"material","corduroy",6,0.1,"english"
"4775",159,"shape","circular",7,0.16,"english"
"4776",159,"human","playful",8,0.65,"english"
"4777",159,"human","sad",9,0.66,"english"
"4778",159,"dimension","mini",10,0.44,"english"
"4779",159,"physical","curly",11,0.36,"english"
"4780",159,"material","gold",12,0.13,"english"
"4781",159,"X","mixed",13,0.86,"english"
"4782",159,"temporal","daily",14,0.19,"english"
"4783",159,"dimension","long",15,0.67,"english"
"4784",159,"dimension","thin",16,0.61,"english"
"4785",159,"X","unique",17,0.13,"english"
"4786",159,"physical","spicy",18,0.58,"english"
"4787",159,"value","exciting",19,0.5,"english"
"4788",159,"nationality","European",20,0.09,"english"
"4789",159,"temporal","historical",21,0.13,"english"
"4790",159,"dimension","biggest",22,0.86,"english"
"4791",159,"location","internal",23,0.28,"english"
"4792",159,"dimension","narrow",24,0.58,"english"
"4793",159,"human","entrepreneurial",25,0.76,"english"
"4794",159,"age","old",26,0.67,"english"
"4795",159,"value","lavish",27,0.53,"english"
"4796",159,"physical","frozen",28,0.07,"english"
"4797",159,"X","potential",29,0.47,"english"
"4798",159,"nationality","national",30,0.3,"english"
"4799",159,"temporal","current",31,0.57,"english"
"4800",159,"dimension","open",32,0.51,"english"
"4801",160,"X","designated",3,0.41,"English"
"4802",160,"age","new",4,0.75,"English"
"4803",160,"nationality","English",5,0.62,"English"
"4804",160,"material","wooden",6,0.18,"English"
"4805",160,"location","closest",7,0.46,"English"
"4806",160,"human","sad",8,0.7,"English"
"4807",160,"age","old-time",9,0.36,"English"
"4808",160,"dimension","mini",10,0.51,"English"
"4809",160,"value","best",11,0.82,"English"
"4810",160,"nationality","Hispanic",12,0.28,"English"
"4811",160,"X","individual",13,0.5,"English"
"4812",160,"X","different",14,0.66,"English"
"4813",160,"dimension","long",15,0.38,"English"
"4814",160,"color","white",16,0.18,"English"
"4815",160,"temporal","current",17,0.53,"English"
"4816",160,"age","senior",18,0.32,"English"
"4817",160,"nationality","international",19,0.22,"English"
"4818",160,"age","old",20,0.31,"English"
"4819",160,"temporal","everyday",21,0.74,"English"
"4820",160,"color","red",22,0.6,"English"
"4821",160,"value","lavish",23,0.42,"English"
"4822",160,"physical","curly",24,0.35,"English"
"4823",160,"physical","smooth",25,0.51,"English"
"4824",160,"nationality","Brazilian",26,0.18,"English"
"4825",160,"age","young",27,0.31,"English"
"4826",160,"color","yellow",28,0.06,"English"
"4827",160,"material","gold",29,0.26,"English"
"4828",160,"color","black",30,0.25,"English"
"4829",160,"value","exciting",31,0.81,"English"
"4830",160,"color","blue",32,0.22,"English"
"4831",161,"X","unique",3,0.71,"English"
"4832",161,"value","favorite",4,0.49,"English"
"4833",161,"age","new",5,0.66,"English"
"4834",161,"color","blonde",6,0.86,"English"
"4835",161,"physical","lacy",7,0.64,"English"
"4836",161,"X","designated",8,0.2,"English"
"4837",161,"speed","slow",9,0.24,"English"
"4838",161,"human","professional",10,0.53,"English"
"4839",161,"physical","creamy",11,0.31,"English"
"4840",161,"human","civilized",12,0.59,"English"
"4841",161,"nationality","Vietnamese",13,0.97,"English"
"4842",161,"color","white",14,0.27,"English"
"4843",161,"value","plain",15,0.03,"English"
"4844",161,"color","black",16,0.34,"English"
"4845",161,"material","corduroy",17,0.72,"English"
"4846",161,"human","entrepreneurial",18,0.92,"English"
"4847",161,"nationality","international",19,0.6,"English"
"4848",161,"dimension","open",20,0.3,"English"
"4849",161,"age","old",21,0.32,"English"
"4850",161,"physical","curly",22,0.6,"English"
"4851",161,"value","prestigious",23,0.67,"English"
"4852",161,"color","red",24,0.79,"English"
"4853",161,"shape","circular",25,0.71,"English"
"4854",161,"X","mixed",26,0.42,"English"
"4855",161,"dimension","narrow",27,0.29,"English"
"4856",161,"location","closest",28,0.19,"English"
"4857",161,"shape","square",29,0.51,"English"
"4858",161,"temporal","current",30,0.29,"English"
"4859",161,"age","young",31,0.34,"English"
"4860",161,"human","playful",32,0.41,"English"
"4861",162,"nationality","European",3,0,"English"
"4862",162,"color","purple",4,0.5,"English"
"4863",162,"material","crocheted",5,0,"English"
"4864",162,"human","professional",6,0.73,"English"
"4865",162,"age","old",7,0.87,"English"
"4866",162,"value","plain",8,0.87,"English"
"4867",162,"color","yellow",9,0.2,"English"
"4868",162,"human","playful",10,0.81,"English"
"4869",162,"value","lavish",11,0.85,"English"
"4870",162,"human","sad",12,0.81,"English"
"4871",162,"human","strict",13,0.89,"English"
"4872",162,"human","selfish",14,0.87,"English"
"4873",162,"dimension","mini",15,0.53,"English"
"4874",162,"dimension","narrow",16,0.53,"English"
"4875",162,"dimension","long",17,0.46,"English"
"4876",162,"age","junior",18,0.03,"English"
"4877",162,"human","creative",19,0.81,"English"
"4878",162,"dimension","thin",20,0.47,"English"
"4879",162,"location","overhead",21,0.05,"English"
"4880",162,"color","green",22,0.03,"English"
"4881",162,"location","internal",23,0.54,"English"
"4882",162,"location","closest",24,0.06,"English"
"4883",162,"physical","frozen",25,0.25,"English"
"4884",162,"physical","sweet",26,0.77,"English"
"4885",162,"temporal","current",27,0,"English"
"4886",162,"X","unique",28,0.85,"English"
"4887",162,"color","black",29,0.28,"English"
"4888",162,"X","designated",30,0.22,"English"
"4889",162,"color","blonde",31,0.49,"English"
"4890",162,"physical","lacy",32,0.01,"English"
"4891",163,"color","blue",3,0,"English"
"4892",163,"X","designated",4,0.7,"English"
"4893",163,"shape","square",5,0.02,"English"
"4894",163,"X","different",6,0.97,"English"
"4895",163,"X","last",7,0.17,"English"
"4896",163,"physical","spicy",8,0.9,"English"
"4897",163,"X","potential",9,0.88,"English"
"4898",163,"nationality","Vietnamese",10,0.31,"English"
"4899",163,"temporal","historical",11,0.48,"English"
"4900",163,"dimension","thin",12,0.62,"English"
"4901",163,"color","blonde",13,0.09,"English"
"4902",163,"color","yellow",14,0.03,"English"
"4903",163,"value","strange",15,0.9,"English"
"4904",163,"human","civilized",16,0.75,"English"
"4905",163,"value","best",17,0.86,"English"
"4906",163,"speed","speedy",18,0.88,"English"
"4907",163,"human","playful",19,0.59,"English"
"4908",163,"dimension","mini",20,0.47,"English"
"4909",163,"material","crocheted",21,0.72,"English"
"4910",163,"nationality","English",22,0.16,"English"
"4911",163,"physical","solid",23,0.09,"English"
"4912",163,"human","professional",24,0.71,"English"
"4913",163,"nationality","international",25,0.31,"English"
"4914",163,"speed","slow",26,0.82,"English"
"4915",163,"value","prestigious",27,0.86,"English"
"4916",163,"age","young",28,0.47,"English"
"4917",163,"dimension","narrow",29,0.34,"English"
"4918",163,"X","mixed",30,0.78,"English"
"4919",163,"temporal","daily",31,0.04,"English"
"4920",163,"value","favorite",32,0.8,"English"
"4921",164,"color","blonde",3,0,"english"
"4922",164,"nationality","English",4,0,"english"
"4923",164,"human","entrepreneurial",5,0.73,"english"
"4924",164,"X","token",6,0.76,"english"
"4925",164,"dimension","thin",7,0.91,"english"
"4926",164,"age","old-time",8,0.23,"english"
"4927",164,"age","new",9,0.2,"english"
"4928",164,"location","closest",10,0.47,"english"
"4929",164,"physical","sweet",11,0.83,"english"
"4930",164,"temporal","everyday",12,0.32,"english"
"4931",164,"color","blue",13,0.21,"english"
"4932",164,"physical","frozen",14,0,"english"
"4933",164,"dimension","open",15,0.2,"english"
"4934",164,"human","sad",16,0.75,"english"
"4935",164,"human","selfish",17,0.84,"english"
"4936",164,"X","mixed",18,0.36,"english"
"4937",164,"speed","speedy",19,0.74,"english"
"4938",164,"dimension","narrow",20,0.73,"english"
"4939",164,"nationality","national",21,0.67,"english"
"4940",164,"age","young",22,0.77,"english"
"4941",164,"nationality","Hispanic",23,0,"english"
"4942",164,"temporal","current",24,0.15,"english"
"4943",164,"human","creative",25,0.16,"english"
"4944",164,"human","strict",26,0.54,"english"
"4945",164,"color","purple",27,0.34,"english"
"4946",164,"shape","circular",28,0.09,"english"
"4947",164,"dimension","long",29,0.36,"english"
"4948",164,"material","gold",30,0.21,"english"
"4949",164,"dimension","biggest",31,0.41,"english"
"4950",164,"value","prestigious",32,0.19,"english"
"4951",165,"physical","creamy",3,0.24,"english"
"4952",165,"human","strict",4,0.52,"english"
"4953",165,"X","last",5,0.09,"english"
"4954",165,"human","creative",6,0.72,"english"
"4955",165,"shape","square",7,0.03,"english"
"4956",165,"X","unique",8,0.79,"english"
"4957",165,"value","prestigious",9,0.72,"english"
"4958",165,"temporal","historical",10,0.13,"english"
"4959",165,"color","black",11,0,"english"
"4960",165,"value","lavish",12,0.44,"english"
"4961",165,"material","corduroy",13,0.76,"english"
"4962",165,"color","green",14,0.01,"english"
"4963",165,"speed","slow",15,0.38,"english"
"4964",165,"age","old",16,0.31,"english"
"4965",165,"age","old-time",17,0.49,"english"
"4966",165,"human","professional",18,0.77,"english"
"4967",165,"dimension","open",19,0.92,"english"
"4968",165,"X","different",20,0.74,"english"
"4969",165,"X","potential",21,0.75,"english"
"4970",165,"nationality","English",22,0.02,"english"
"4971",165,"color","purple",23,0.03,"english"
"4972",165,"value","pleasant",24,0.71,"english"
"4973",165,"physical","lacy",25,0.53,"english"
"4974",165,"location","closest",26,0.15,"english"
"4975",165,"dimension","long",27,0.59,"english"
"4976",165,"physical","curly",28,0.69,"english"
"4977",165,"value","strange",29,0.83,"english"
"4978",165,"age","new",30,0.42,"english"
"4979",165,"value","best",31,0.54,"english"
"4980",165,"color","blue",32,0.23,"english"
"4981",166,"X","mixed",3,0.97,"English"
"4982",166,"nationality","international",4,0,"English"
"4983",166,"age","new",5,0,"English"
"4984",166,"dimension","biggest",6,1,"English"
"4985",166,"value","favorite",7,1,"English"
"4986",166,"X","token",8,1,"English"
"4987",166,"age","old-time",9,1,"English"
"4988",166,"nationality","national",10,0,"English"
"4989",166,"dimension","open",11,0,"English"
"4990",166,"X","potential",12,1,"English"
"4991",166,"value","lavish",13,1,"English"
"4992",166,"X","designated",14,1,"English"
"4993",166,"shape","circular",15,0,"English"
"4994",166,"temporal","daily",16,0,"English"
"4995",166,"color","yellow",17,1,"English"
"4996",166,"material","corduroy",18,0,"English"
"4997",166,"physical","spicy",19,1,"English"
"4998",166,"temporal","historical",20,0,"English"
"4999",166,"nationality","Vietnamese",21,0,"English"
"5000",166,"dimension","narrow",22,1,"English"
"5001",166,"human","selfish",23,1,"English"
"5002",166,"temporal","everyday",24,0,"English"
"5003",166,"physical","smooth",25,0.65,"English"
"5004",166,"location","internal",26,1,"English"
"5005",166,"physical","curly",27,1,"English"
"5006",166,"human","strict",28,0.99,"English"
"5007",166,"human","professional",29,0.36,"English"
"5008",166,"age","senior",30,0.31,"English"
"5009",166,"X","different",31,0.97,"English"
"5010",166,"color","green",32,1,"English"
"5011",167,"physical","curly",3,0.35,"English"
"5012",167,"color","purple",4,0.41,"English"
"5013",167,"value","plain",5,0.61,"English"
"5014",167,"physical","creamy",6,0.36,"English"
"5015",167,"nationality","English",7,0.1,"English"
"5016",167,"value","favorite",8,0.9,"English"
"5017",167,"physical","lacy",9,0.44,"English"
"5018",167,"age","young",10,0.29,"English"
"5019",167,"age","old-time",11,0.61,"English"
"5020",167,"human","professional",12,0.51,"English"
"5021",167,"color","black",13,0.14,"English"
"5022",167,"physical","sweet",14,0.43,"English"
"5023",167,"temporal","daily",15,0.05,"English"
"5024",167,"color","yellow",16,0.24,"English"
"5025",167,"speed","fast",17,0.53,"English"
"5026",167,"dimension","mini",18,0.55,"English"
"5027",167,"nationality","Vietnamese",19,0.01,"English"
"5028",167,"age","old",20,0.48,"English"
"5029",167,"speed","slow",21,0.51,"English"
"5030",167,"dimension","biggest",22,0.61,"English"
"5031",167,"X","last",23,0.35,"English"
"5032",167,"shape","circular",24,0.28,"English"
"5033",167,"material","crocheted",25,0.06,"English"
"5034",167,"nationality","national",26,0.3,"English"
"5035",167,"human","playful",27,0.59,"English"
"5036",167,"physical","spicy",28,0.5,"English"
"5037",167,"age","junior",29,0.51,"English"
"5038",167,"value","exciting",30,0.76,"English"
"5039",167,"X","individual",31,0.7,"English"
"5040",167,"human","creative",32,0.46,"English"
"5041",168,"dimension","long",3,0.25,"English"
"5042",168,"human","entrepreneurial",4,0.69,"English"
"5043",168,"material","crocheted",5,0.54,"English"
"5044",168,"location","internal",6,0.05,"English"
"5045",168,"color","white",7,0.09,"English"
"5046",168,"shape","square",8,0.07,"English"
"5047",168,"nationality","national",9,0.09,"English"
"5048",168,"temporal","daily",10,0.08,"English"
"5049",168,"X","last",11,0.17,"English"
"5050",168,"X","potential",12,0.82,"English"
"5051",168,"physical","frozen",13,0.08,"English"
"5052",168,"value","lavish",14,0.52,"English"
"5053",168,"physical","lacy",15,0.33,"English"
"5054",168,"age","new",16,0.1,"English"
"5055",168,"nationality","international",17,0.07,"English"
"5056",168,"color","black",18,0.03,"English"
"5057",168,"physical","smooth",19,0.06,"English"
"5058",168,"material","gold",20,0.08,"English"
"5059",168,"physical","creamy",21,0.31,"English"
"5060",168,"nationality","Hispanic",22,0.09,"English"
"5061",168,"X","individual",23,0.11,"English"
"5062",168,"human","playful",24,0.58,"English"
"5063",168,"value","strange",25,0.78,"English"
"5064",168,"human","selfish",26,0.53,"English"
"5065",168,"nationality","English",27,0.04,"English"
"5066",168,"physical","spicy",28,0.58,"English"
"5067",168,"speed","speedy",29,0.54,"English"
"5068",168,"age","old-time",30,0.58,"English"
"5069",168,"human","strict",31,0.52,"English"
"5070",168,"nationality","Japanese",32,0.05,"English"
"5071",169,"material","wooden",3,0.66,"English"
"5072",169,"human","entrepreneurial",4,0.3,"English"
"5073",169,"nationality","Brazilian",5,0.26,"English"
"5074",169,"human","professional",6,0.71,"English"
"5075",169,"nationality","English",7,0.76,"English"
"5076",169,"age","new",8,0.63,"English"
"5077",169,"dimension","biggest",9,0.27,"English"
"5078",169,"physical","smooth",10,0.75,"English"
"5079",169,"age","old-time",11,0.26,"English"
"5080",169,"color","white",12,0.75,"English"
"5081",169,"color","black",13,0.72,"English"
"5082",169,"human","sad",14,0.23,"English"
"5083",169,"age","old",15,0.36,"English"
"5084",169,"nationality","European",16,0.72,"English"
"5085",169,"dimension","open",17,0.32,"English"
"5086",169,"color","green",18,0.76,"English"
"5087",169,"color","red",19,0.74,"English"
"5088",169,"physical","creamy",20,0.29,"English"
"5089",169,"material","crocheted",21,0.38,"English"
"5090",169,"color","yellow",22,0.77,"English"
"5091",169,"age","senior",23,0.33,"English"
"5092",169,"value","plain",24,0.75,"English"
"5093",169,"shape","square",25,0.29,"English"
"5094",169,"temporal","current",26,0.36,"English"
"5095",169,"age","junior",27,0.32,"English"
"5096",169,"human","strict",28,0.39,"English"
"5097",169,"value","lavish",29,0.61,"English"
"5098",169,"color","blonde",30,0.7,"English"
"5099",169,"X","last",31,0.34,"English"
"5100",169,"speed","slow",32,0.43,"English"
"5101",170,"color","green",3,0.66,"English"
"5102",170,"material","corduroy",4,0,"English"
"5103",170,"temporal","historical",5,0.78,"English"
"5104",170,"dimension","long",6,1,"English"
"5105",170,"shape","square",7,0,"English"
"5106",170,"dimension","thin",8,1,"English"
"5107",170,"value","best",9,1,"English"
"5108",170,"X","mixed",10,0.73,"English"
"5109",170,"material","wooden",11,0,"English"
"5110",170,"color","white",12,0.67,"English"
"5111",170,"dimension","large",13,1,"English"
"5112",170,"age","new",14,0.15,"English"
"5113",170,"physical","smooth",15,0.66,"English"
"5114",170,"temporal","current",16,0.58,"English"
"5115",170,"human","playful",17,1,"English"
"5116",170,"color","blonde",18,0.58,"English"
"5117",170,"human","creative",19,1,"English"
"5118",170,"value","plain",20,1,"English"
"5119",170,"nationality","English",21,0,"English"
"5120",170,"value","prestigious",22,0.82,"English"
"5121",170,"human","strict",23,0.79,"English"
"5122",170,"physical","curly",24,0.28,"English"
"5123",170,"nationality","international",25,0,"English"
"5124",170,"speed","speedy",26,1,"English"
"5125",170,"age","senior",27,0.74,"English"
"5126",170,"age","young",28,0.72,"English"
"5127",170,"X","unique",29,1,"English"
"5128",170,"dimension","open",30,0,"English"
"5129",170,"X","last",31,0,"English"
"5130",170,"X","individual",32,0,"English"
"5131",171,"nationality","European",3,0.58,"english"
"5132",171,"X","designated",4,0.36,"english"
"5133",171,"temporal","historical",5,0.75,"english"
"5134",171,"dimension","long",6,0.86,"english"
"5135",171,"human","civilized",7,0.83,"english"
"5136",171,"speed","slow",8,0.63,"english"
"5137",171,"material","gold",9,0.11,"english"
"5138",171,"value","lavish",10,0.98,"english"
"5139",171,"dimension","large",11,0.85,"english"
"5140",171,"physical","sweet",12,0.55,"english"
"5141",171,"material","corduroy",13,0.03,"english"
"5142",171,"location","internal",14,0.03,"english"
"5143",171,"shape","square",15,0.01,"english"
"5144",171,"temporal","everyday",16,0.04,"english"
"5145",171,"nationality","Brazilian",17,0.67,"english"
"5146",171,"temporal","daily",18,0,"english"
"5147",171,"location","overhead",19,0,"english"
"5148",171,"human","creative",20,0.95,"english"
"5149",171,"color","blue",21,0.05,"english"
"5150",171,"value","exciting",22,0.97,"english"
"5151",171,"physical","curly",23,0.18,"english"
"5152",171,"dimension","thick",24,0.81,"english"
"5153",171,"human","sad",25,0.52,"english"
"5154",171,"dimension","narrow",26,0.72,"english"
"5155",171,"nationality","international",27,0.07,"english"
"5156",171,"speed","speedy",28,0.86,"english"
"5157",171,"value","prestigious",29,0.67,"english"
"5158",171,"X","mixed",30,0.14,"english"
"5159",171,"physical","creamy",31,0.46,"english"
"5160",171,"X","individual",32,0.01,"english"
"5191",173,"physical","spicy",3,1,"English"
"5192",173,"X","token",4,1,"English"
"5193",173,"age","old",5,0.66,"English"
"5194",173,"location","closest",6,0,"English"
"5195",173,"value","exciting",7,1,"English"
"5196",173,"X","individual",8,0,"English"
"5197",173,"X","different",9,0.72,"English"
"5198",173,"dimension","long",10,1,"English"
"5199",173,"human","selfish",11,1,"English"
"5200",173,"material","gold",12,0.6,"English"
"5201",173,"dimension","narrow",13,0.45,"English"
